iter	RMSE
1513	0.6295083546
1514	0.6294805257
1515	0.6294319521
1516	0.6294024571
1517	0.6293688038
1518	0.6293308476
1519	0.629285931
1520	0.6292434746
1521	0.6292137469
1522	0.6291774949
1523	0.6291239647
1524	0.6290725227
1525	0.6290413116
1526	0.6289962368
1527	0.6289646445
1528	0.6289427135
1529	0.6289099225
1530	0.6288720625
1531	0.6288445276
1532	0.6288166302
1533	0.6287809086
1534	0.6287472458
1535	0.6287242898
1536	0.6286827424
1537	0.6286403875
1538	0.6285967804
1539	0.628576595
1540	0.6285509278
1541	0.6285166664
1542	0.6284774736
1543	0.6284329455
1544	0.62841445
1545	0.6283689608
1546	0.6283274608
1547	0.6282968108
1548	0.6282666526
1549	0.6282311246
1550	0.6282091696
1551	0.6281807517
1552	0.6281353038
1553	0.6281301826
1554	0.6280899458
1555	0.6280484074
1556	0.6280253024
1557	0.6279988619
1558	0.6279693893
1559	0.6279182503
1560	0.6278559462
1561	0.6278061105
1562	0.627773878
1563	0.6277406475
1564	0.6277054303
1565	0.6276529877
1566	0.627618823
1567	0.6275855665
1568	0.6275461928
1569	0.6275129488
1570	0.6274907466
1571	0.6274345373
1572	0.6273931726
1573	0.6273628504
1574	0.627335761
1575	0.6273105894
1576	0.6272476096
1577	0.6272052626
1578	0.627180933
1579	0.6271352948
1580	0.6270860642
1581	0.6270453601
1582	0.6270316717
1583	0.6270027303
1584	0.626980197
1585	0.6269452263
1586	0.6269025549
1587	0.6268782239
1588	0.6268420726
1589	0.6268059817
1590	0.6267741248
1591	0.6267411857
1592	0.62671038
1593	0.6266703967
1594	0.6266370103
1595	0.6266037761
1596	0.6265920837
1597	0.6265569033
1598	0.6265366427
1599	0.6265127769
