event_id,raceId,driverId,constructorId,circuitId,year,round,race_name,constructor_name,circuit_name,pit_lap,stop_number,stop_duration_ms,race_total_laps,grid_position,current_position,driver_champ_points,constructor_champ_points,lap_time_delta_ms,laps_since_last_pit,laps_remaining,approx_gap_ahead_s,approx_gap_behind_s,safety_car_likely,recent_pace_delta_ms,position_change_from_grid,same_lap_pitters,pit_window_density,stint_extension_laps,race_progress,stint_fraction,pressure_index
1142_815_2,1142,815,9,80,2024,22,Las Vegas Grand Prix,Red Bull,Las Vegas Strip Street Circuit,32,2,21034,50,15,8,151.0,544.0,5769,15.0,18,7.139,1.857,0,815.6666666666715,7,1,3,-3.5,0.64,0.3,0.4728827177321515
1142_822_1,1142,822,15,80,2024,22,Las Vegas Grand Prix,Sauber,Las Vegas Strip Street Circuit,17,1,21623,50,19,16,0.0,0.0,8430,17.0,33,3.065,4.969,0,3117.6666666666715,3,2,3,2.0,0.34,0.34,0.41353470998271724
1142_822_2,1142,822,15,80,2024,22,Las Vegas Grand Prix,Sauber,Las Vegas Strip Street Circuit,35,2,22821,50,19,18,0.0,0.0,9001,18.0,15,7.237,,0,1943.3333333333285,1,0,2,-0.5,0.7,0.36,
1142_825_1,1142,825,210,80,2024,22,Las Vegas Grand Prix,Haas F1 Team,Las Vegas Strip Street Circuit,17,1,21963,50,12,14,14.0,46.0,8383,17.0,33,1.27,0.022,0,3160.6666666666715,-2,1,2,2.0,0.34,0.34,1.4190022155745408
1142_830_1,1142,830,9,80,2024,22,Las Vegas Grand Prix,Red Bull,Las Vegas Strip Street Circuit,11,1,20697,50,5,2,393.0,544.0,5879,11.0,39,13.733,1.9,0,1161.6666666666715,3,0,8,-4.0,0.22,0.22,0.41270242500415444
1142_830_2,1142,830,9,80,2024,22,Las Vegas Grand Prix,Red Bull,Las Vegas Strip Street Circuit,27,2,22254,50,5,3,393.0,544.0,5584,16.0,23,1.886,0.629,0,507.6666666666715,2,0,2,-2.5,0.54,0.32,0.9603738885506841
1142_832_1,1142,832,6,80,2024,22,Las Vegas Grand Prix,Ferrari,Las Vegas Strip Street Circuit,10,1,21048,50,2,3,244.0,557.0,8168,10.0,40,5.422,1.822,0,1318.6666666666715,-1,0,4,-5.0,0.2,0.2,0.5100733415277612
1142_832_2,1142,832,6,80,2024,22,Las Vegas Grand Prix,Ferrari,Las Vegas Strip Street Circuit,28,2,20879,50,2,3,244.0,557.0,6178,18.0,22,8.1,2.332,0,1815.0,-1,0,3,-0.5,0.56,0.36,0.4100101579093176
1142_839_1,1142,839,214,80,2024,22,Las Vegas Grand Prix,Alpine F1 Team,Las Vegas Strip Street Circuit,11,1,15790,50,11,6,23.0,49.0,6465,11.0,39,4.15,0.576,0,1448.0,5,1,9,-4.0,0.22,0.22,0.8286925237790154
1142_839_2,1142,839,214,80,2024,22,Las Vegas Grand Prix,Alpine F1 Team,Las Vegas Strip Street Circuit,12,2,21142,50,11,15,23.0,49.0,15520,1.0,38,2.941,1.308,0,3226.0,-4,1,9,-17.5,0.24,0.02,0.6870182681554664
1142_839_3,1142,839,214,80,2024,22,Las Vegas Grand Prix,Alpine F1 Team,Las Vegas Strip Street Circuit,45,3,21858,50,11,16,23.0,49.0,5247,33.0,5,0.08,7.928,0,629.6666666666715,-5,0,0,19.0,0.9,0.66,1.0379330943847072
1142_840_1,1142,840,117,80,2024,22,Las Vegas Grand Prix,Aston Martin,Las Vegas Strip Street Circuit,9,1,34863,50,18,19,24.0,86.0,6276,9.0,41,1.326,11.399,0,486.0,-1,3,3,-6.0,0.18,0.18,0.5105742793863843
1142_840_2,1142,840,117,80,2024,22,Las Vegas Grand Prix,Aston Martin,Las Vegas Strip Street Circuit,28,2,21588,50,18,14,24.0,86.0,8101,19.0,22,7.83,2.553,0,1126.0,4,1,4,0.5,0.56,0.38,0.3947025769619026
1142_842_1,1142,842,214,80,2024,22,Las Vegas Grand Prix,Alpine F1 Team,Las Vegas Strip Street Circuit,10,1,22179,50,3,9,26.0,49.0,7029,10.0,40,0.46,0.655,0,1695.3333333333285,-6,1,5,-5.0,0.2,0.2,1.2891611141000703
1142_844_1,1142,844,6,80,2024,22,Las Vegas Grand Prix,Ferrari,Las Vegas Strip Street Circuit,9,1,21329,50,4,7,307.0,557.0,9217,9.0,41,0.731,0.593,0,1837.3333333333285,-3,0,0,-6.0,0.18,0.18,1.2054471414692314
1142_844_2,1142,844,6,80,2024,22,Las Vegas Grand Prix,Ferrari,Las Vegas Strip Street Circuit,31,2,21585,50,4,2,307.0,557.0,5838,22.0,19,21.533,11.389,0,1029.3333333333285,2,0,2,3.5,0.62,0.44,0.12509611959624622
1142_846_1,1142,846,1,80,2024,22,Las Vegas Grand Prix,McLaren,Las Vegas Strip Street Circuit,9,1,21194,50,6,10,331.0,593.0,6392,9.0,41,0.455,0.466,0,864.3333333333285,-4,1,1,-6.0,0.18,0.18,1.369413463476838
1142_846_2,1142,846,1,80,2024,22,Las Vegas Grand Prix,McLaren,Las Vegas Strip Street Circuit,30,2,20668,50,6,4,331.0,593.0,6851,21.0,20,0.631,0.225,0,1117.3333333333285,2,0,3,2.5,0.6,0.42,1.4294473154068492
1142_846_3,1142,846,1,80,2024,22,Las Vegas Grand Prix,McLaren,Las Vegas Strip Street Circuit,48,3,21059,50,6,6,331.0,593.0,5373,18.0,2,13.841,19.144,0,744.3333333333285,0,0,0,4.0,0.96,0.36,0.1170234777227438
1142_847_1,1142,847,131,80,2024,22,Las Vegas Grand Prix,Mercedes,Las Vegas Strip Street Circuit,12,1,21072,50,1,1,192.0,382.0,5386,12.0,38,,11.189,0,571.0,0,0,8,-3.0,0.24,0.24,
1142_847_2,1142,847,131,80,2024,22,Las Vegas Grand Prix,Mercedes,Las Vegas Strip Street Circuit,32,2,20975,50,1,1,192.0,382.0,4870,20.0,18,,27.653,0,274.6666666666715,0,0,2,1.5,0.64,0.4,
1142_848_1,1142,848,3,80,2024,22,Las Vegas Grand Prix,Williams,Las Vegas Strip Street Circuit,9,1,22012,50,17,18,12.0,17.0,6080,9.0,41,1.906,1.326,0,568.3333333333285,-1,2,2,-6.0,0.18,0.18,0.77403823677877
1142_852_1,1142,852,215,80,2024,22,Las Vegas Grand Prix,RB F1 Team,Las Vegas Strip Street Circuit,10,1,21168,50,7,10,28.0,44.0,6902,10.0,40,0.655,0.781,0,1561.6666666666715,-3,2,6,-5.0,0.2,0.2,1.165711920557886
1142_855_1,1142,855,15,80,2024,22,Las Vegas Grand Prix,Sauber,Las Vegas Strip Street Circuit,11,1,22960,50,13,9,0.0,0.0,7162,11.0,39,0.275,0.18,0,1449.0,4,2,10,-4.0,0.22,0.22,1.6317713526088404
1142_855_2,1142,855,15,80,2024,22,Las Vegas Grand Prix,Sauber,Las Vegas Strip Street Circuit,34,2,21761,50,13,12,0.0,0.0,5369,23.0,16,0.274,0.521,0,937.6666666666715,1,0,3,4.5,0.68,0.46,1.4423915522816624
1142_857_1,1142,857,1,80,2024,22,Las Vegas Grand Prix,McLaren,Las Vegas Strip Street Circuit,10,1,27732,50,8,11,262.0,593.0,6420,10.0,40,0.781,0.46,0,1808.3333333333285,-3,3,7,-5.0,0.2,0.2,1.2464138201564459
1142_857_2,1142,857,1,80,2024,22,Las Vegas Grand Prix,McLaren,Las Vegas Strip Street Circuit,25,2,21082,50,8,9,262.0,593.0,5987,15.0,25,3.701,5.381,0,1080.3333333333285,-1,0,1,-3.5,0.5,0.3,0.36943594611755726
1142_859_1,1142,859,215,80,2024,22,Las Vegas Grand Prix,RB F1 Team,Las Vegas Strip Street Circuit,11,1,21049,50,14,13,4.0,44.0,7303,11.0,39,0.073,0.442,0,1439.6666666666715,1,3,11,-4.0,0.22,0.22,1.6254477252133763
1142_861_1,1142,861,3,80,2024,22,Las Vegas Grand Prix,Williams,Las Vegas Strip Street Circuit,16,1,21170,50,0,14,5.0,17.0,6997,16.0,34,3.09,0.071,0,3076.3333333333285,-14,0,1,1.0,0.32,0.32,1.1782055935658697
1142_861_2,1142,861,3,80,2024,22,Las Vegas Grand Prix,Williams,Las Vegas Strip Street Circuit,26,2,21221,50,0,15,5.0,17.0,4858,10.0,24,2.77,6.55,0,103.33333333332848,-15,0,2,-8.5,0.52,0.2,0.3977023205157483
1143_1_1,1143,1,131,78,2024,23,Qatar Grand Prix,Mercedes,Losail International Circuit,34,1,37915,57,6,15,208.0,425.0,51554,34.0,23,9.449,19.12,0,185.66666666667152,-9,2,2,17.0,0.5964912280701754,0.5964912280701754,0.14540472734461257
1143_1_2,1143,1,131,78,2024,23,Qatar Grand Prix,Mercedes,Losail International Circuit,35,2,23412,57,6,16,208.0,425.0,92529,1.0,22,39.847,1.408,1,17355.33333333333,-10,11,14,-16.0,0.6140350877192983,0.017543859649122806,0.4397639941026179
1143_1_3,1143,1,131,78,2024,23,Qatar Grand Prix,Mercedes,Losail International Circuit,36,3,26815,57,6,16,208.0,425.0,84748,1.0,21,76.29,2.493,1,48189.66666666666,-10,15,31,-17.0,0.631578947368421,0.017543859649122806,0.2992251438166428
1143_1_4,1143,1,131,78,2024,23,Qatar Grand Prix,Mercedes,Losail International Circuit,47,4,22705,57,6,14,208.0,425.0,5228,11.0,10,0.172,10.662,0,973.6666666666715,-8,0,1,-2.0,0.8245614035087719,0.19298245614035087,0.9389909059674577
1143_4_1,1143,4,117,78,2024,23,Qatar Grand Prix,Aston Martin,Losail International Circuit,35,1,28628,57,8,8,62.0,86.0,29448,35.0,22,1.37,2.274,1,672.3333333333285,0,6,9,18.0,0.6140350877192983,0.6140350877192983,0.7273777028577024
1143_4_2,1143,4,117,78,2024,23,Qatar Grand Prix,Aston Martin,Losail International Circuit,36,2,28592,57,8,9,62.0,86.0,60713,1.0,21,3.009,2.302,1,10488.333333333328,-1,8,24,-16.0,0.631578947368421,0.017543859649122806,0.5522855223234096
1143_4_3,1143,4,117,78,2024,23,Qatar Grand Prix,Aston Martin,Losail International Circuit,37,3,32811,57,8,10,62.0,86.0,49893,1.0,20,3.576,0.389,1,30676.66666666667,-2,9,39,-17.0,0.6491228070175439,0.017543859649122806,0.9384738731390999
1143_807_1,1143,807,210,78,2024,23,Qatar Grand Prix,Haas F1 Team,Losail International Circuit,1,1,32957,57,18,18,35.0,50.0,0,1.0,56,28.478,,0,,0,1,1,-16.0,0.017543859649122806,0.017543859649122806,
1143_807_2,1143,807,210,78,2024,23,Qatar Grand Prix,Haas F1 Team,Losail International Circuit,31,2,28343,57,18,15,35.0,50.0,4532,30.0,26,1.7,1.134,0,153.0,3,0,0,13.0,0.543859649122807,0.5263157894736842,0.838973931757437
1143_807_3,1143,807,210,78,2024,23,Qatar Grand Prix,Haas F1 Team,Losail International Circuit,36,3,23810,57,18,14,35.0,50.0,30368,5.0,21,1.953,17.397,1,13981.333333333328,4,13,29,-13.0,0.631578947368421,0.08771929824561403,0.3929953611269347
1143_815_1,1143,815,9,78,2024,23,Qatar Grand Prix,Red Bull,Losail International Circuit,35,1,28088,57,9,4,152.0,555.0,21348,35.0,22,26.3,5.904,1,469.3333333333285,5,3,6,18.0,0.6140350877192983,0.6140350877192983,0.18147360557557546
1143_815_2,1143,815,9,78,2024,23,Qatar Grand Prix,Red Bull,Losail International Circuit,36,2,22705,57,9,5,152.0,555.0,58354,1.0,21,9.598,19.248,1,7551.3333333333285,4,4,20,-16.0,0.631578947368421,0.017543859649122806,0.1437450197658489
1143_815_3,1143,815,9,78,2024,23,Qatar Grand Prix,Red Bull,Losail International Circuit,37,3,29459,57,9,5,152.0,555.0,73002,1.0,20,2.348,2.262,1,26971.33333333333,4,4,34,-17.0,0.6491228070175439,0.017543859649122806,0.6052461749540525
1143_822_1,1143,822,15,78,2024,23,Qatar Grand Prix,Sauber,Losail International Circuit,24,1,29034,57,13,14,0.0,0.0,4247,24.0,33,0.511,0.308,0,405.0,-1,0,1,7.0,0.42105263157894735,0.42105263157894735,1.4263393625138383
1143_822_2,1143,822,15,78,2024,23,Qatar Grand Prix,Sauber,Losail International Circuit,35,2,28968,57,13,17,0.0,0.0,63842,11.0,22,1.408,,1,5253.0,-4,12,15,-6.0,0.6140350877192983,0.19298245614035087,
1143_822_3,1143,822,15,78,2024,23,Qatar Grand Prix,Sauber,Losail International Circuit,36,3,28140,57,13,17,0.0,0.0,84772,1.0,21,2.493,,1,25747.33333333333,-4,16,32,-17.0,0.631578947368421,0.017543859649122806,
1143_825_1,1143,825,210,78,2024,23,Qatar Grand Prix,Haas F1 Team,Losail International Circuit,27,1,28543,57,10,10,14.0,50.0,3944,27.0,30,0.58,0.082,0,80.0,0,0,0,10.0,0.47368421052631576,0.47368421052631576,1.55712581014998
1143_825_2,1143,825,210,78,2024,23,Qatar Grand Prix,Haas F1 Team,Losail International Circuit,36,2,22696,57,10,11,14.0,50.0,40219,9.0,21,3.555,13.684,1,12149.0,-1,10,26,-8.0,0.631578947368421,0.15789473684210525,0.28764030295301146
1143_825_3,1143,825,210,78,2024,23,Qatar Grand Prix,Haas F1 Team,Losail International Circuit,37,3,33363,57,10,11,14.0,50.0,44767,1.0,20,0.389,2.606,1,25464.33333333333,-1,10,40,-17.0,0.6491228070175439,0.017543859649122806,0.9972579897435161
1143_830_2,1143,830,9,78,2024,23,Qatar Grand Prix,Red Bull,Losail International Circuit,36,2,23884,57,2,1,403.0,555.0,84805,1.0,21,,5.188,1,2691.6666666666715,1,0,16,-16.0,0.631578947368421,0.017543859649122806,
1143_830_3,1143,830,9,78,2024,23,Qatar Grand Prix,Red Bull,Losail International Circuit,37,3,22703,57,2,1,403.0,555.0,84302,1.0,20,,3.826,1,30960.0,1,0,30,-17.0,0.6491228070175439,0.017543859649122806,
1143_832_1,1143,832,6,78,2024,23,Qatar Grand Prix,Ferrari,Losail International Circuit,34,1,36143,57,7,6,259.0,584.0,22894,34.0,23,9.526,6.343,0,128.33333333332848,1,1,1,17.0,0.5964912280701754,0.5964912280701754,0.23118697101700197
1143_832_2,1143,832,6,78,2024,23,Qatar Grand Prix,Ferrari,Losail International Circuit,36,2,22776,57,7,8,259.0,584.0,38507,2.0,21,2.535,3.009,1,28919.33333333333,-1,7,23,-15.0,0.631578947368421,0.03508771929824561,0.5323241941840194
1143_832_3,1143,832,6,78,2024,23,Qatar Grand Prix,Ferrari,Losail International Circuit,37,3,34356,57,7,8,259.0,584.0,48600,1.0,20,1.153,1.573,1,41654.33333333333,-1,7,37,-17.0,0.6491228070175439,0.017543859649122806,0.8531195636417988
1143_840_2,1143,840,117,78,2024,23,Qatar Grand Prix,Aston Martin,Losail International Circuit,7,2,41674,57,15,18,24.0,86.0,5395,6.0,50,7.763,,0,13584.333333333328,-3,0,0,-11.0,0.12280701754385964,0.10526315789473684,
1143_842_1,1143,842,214,78,2024,23,Qatar Grand Prix,Alpine F1 Team,Losail International Circuit,35,1,28792,57,11,6,26.0,49.0,26375,35.0,22,14.826,9.11,1,236.33333333332848,5,4,7,18.0,0.6140350877192983,0.6140350877192983,0.16209912871718316
1143_842_2,1143,842,214,78,2024,23,Qatar Grand Prix,Alpine F1 Team,Losail International Circuit,36,2,22717,57,11,6,26.0,49.0,57038,1.0,21,19.248,9.138,1,8958.333333333328,5,5,21,-16.0,0.631578947368421,0.017543859649122806,0.14802637860659992
1143_842_3,1143,842,214,78,2024,23,Qatar Grand Prix,Alpine F1 Team,Losail International Circuit,37,3,30488,57,11,6,26.0,49.0,56182,1.0,20,2.262,2.618,1,27971.0,5,5,35,-17.0,0.6491228070175439,0.017543859649122806,0.5829561911811607
1143_844_1,1143,844,6,78,2024,23,Qatar Grand Prix,Ferrari,Losail International Circuit,35,1,28460,57,5,3,319.0,584.0,13862,35.0,22,16.002,26.3,1,124.66666666667152,2,2,5,18.0,0.6140350877192983,0.6140350877192983,0.09544664644064715
1143_844_3,1143,844,6,78,2024,23,Qatar Grand Prix,Ferrari,Losail International Circuit,37,3,28983,57,5,3,319.0,584.0,82312,1.0,20,2.971,1.196,1,29011.0,2,2,32,-17.0,0.6491228070175439,0.017543859649122806,0.7071991427833579
1143_846_1,1143,846,1,78,2024,23,Qatar Grand Prix,McLaren,Losail International Circuit,35,1,28024,57,3,2,340.0,608.0,9117,35.0,22,3.914,16.002,1,187.0,1,1,4,18.0,0.6140350877192983,0.6140350877192983,0.262316813310814
1143_846_2,1143,846,1,78,2024,23,Qatar Grand Prix,McLaren,Losail International Circuit,36,2,25592,57,3,2,340.0,608.0,85892,1.0,21,5.188,3.296,1,3188.3333333333285,1,1,17,-16.0,0.631578947368421,0.017543859649122806,0.3943777768950296
1143_846_3,1143,846,1,78,2024,23,Qatar Grand Prix,McLaren,Losail International Circuit,37,3,28746,57,3,2,340.0,608.0,82753,1.0,20,3.826,2.971,1,31678.0,1,1,31,-17.0,0.6491228070175439,0.017543859649122806,0.45903667732795045
1143_846_4,1143,846,1,78,2024,23,Qatar Grand Prix,McLaren,Losail International Circuit,45,4,36069,57,3,4,340.0,608.0,4193,8.0,12,0.603,0.556,0,21897.66666666667,-1,0,0,-5.0,0.7894736842105263,0.14035087719298245,1.266503840004362
1143_847_1,1143,847,131,78,2024,23,Qatar Grand Prix,Mercedes,Losail International Circuit,23,1,32309,57,1,5,217.0,425.0,4045,23.0,34,1.73,1.083,0,139.66666666667152,-4,0,0,6.0,0.40350877192982454,0.40350877192982454,0.8463771785903327
1143_847_2,1143,847,131,78,2024,23,Qatar Grand Prix,Mercedes,Losail International Circuit,35,2,27870,57,1,7,217.0,425.0,29254,12.0,22,9.11,1.37,1,186.33333333332848,-6,5,8,-5.0,0.6140350877192983,0.21052631578947367,0.5208528966182123
1143_848_1,1143,848,3,78,2024,23,Qatar Grand Prix,Williams,Losail International Circuit,35,1,29179,57,16,12,12.0,17.0,35614,35.0,22,2.182,1.85,1,558.0,4,9,12,18.0,0.6140350877192983,0.6140350877192983,0.6651449491106773
1143_848_2,1143,848,3,78,2024,23,Qatar Grand Prix,Williams,Losail International Circuit,36,2,22710,57,16,13,12.0,17.0,56436,1.0,21,1.679,1.953,1,12339.666666666672,3,12,28,-16.0,0.631578947368421,0.017543859649122806,0.7119122820922079
1143_848_4,1143,848,3,78,2024,23,Qatar Grand Prix,Williams,Losail International Circuit,55,4,39687,57,16,14,12.0,17.0,6664,18.0,2,2.802,0.381,0,3107.0,2,0,0,5.0,0.9649122807017544,0.3157894736842105,0.9871324250623076
1143_852_1,1143,852,215,78,2024,23,Qatar Grand Prix,RB F1 Team,Losail International Circuit,35,1,29024,57,14,11,30.0,46.0,35532,35.0,22,2.617,2.182,1,105.0,3,8,11,18.0,0.6140350877192983,0.6140350877192983,0.5907399706706598
1143_852_2,1143,852,215,78,2024,23,Qatar Grand Prix,RB F1 Team,Losail International Circuit,36,2,22714,57,14,12,30.0,46.0,56912,1.0,21,13.684,1.679,1,11907.0,2,11,27,-16.0,0.631578947368421,0.017543859649122806,0.44137494434196617
1143_852_4,1143,852,215,78,2024,23,Qatar Grand Prix,RB F1 Team,Losail International Circuit,40,4,29271,57,14,13,30.0,46.0,32911,3.0,17,3.443,0.356,1,45511.66666666666,1,0,0,-10.0,0.7017543859649122,0.05263157894736842,0.9625362756170093
1143_855_1,1143,855,15,78,2024,23,Qatar Grand Prix,Sauber,Losail International Circuit,35,1,29085,57,12,9,0.0,0.0,30233,35.0,22,2.274,17.77,1,156.0,3,7,10,18.0,0.6140350877192983,0.6140350877192983,0.3587132796489283
1143_855_2,1143,855,15,78,2024,23,Qatar Grand Prix,Sauber,Losail International Circuit,36,2,23228,57,12,10,0.0,0.0,60731,1.0,21,2.302,3.555,1,10170.333333333328,2,9,25,-16.0,0.631578947368421,0.017543859649122806,0.5223857277065226
1143_855_3,1143,855,15,78,2024,23,Qatar Grand Prix,Sauber,Losail International Circuit,37,3,34818,57,12,9,0.0,0.0,44005,1.0,20,1.573,3.576,1,30414.0,3,8,38,-17.0,0.6491228070175439,0.017543859649122806,0.6071828482438665
1143_857_1,1143,857,1,78,2024,23,Qatar Grand Prix,McLaren,Losail International Circuit,34,1,27818,57,4,4,268.0,608.0,4630,34.0,23,3.095,15.084,0,310.3333333333285,0,0,0,17.0,0.5964912280701754,0.5964912280701754,0.3063738328597816
1143_857_2,1143,857,1,78,2024,23,Qatar Grand Prix,McLaren,Losail International Circuit,36,2,22867,57,4,4,268.0,608.0,43430,2.0,21,2.621,9.598,1,16039.333333333328,0,3,19,-15.0,0.631578947368421,0.03508771929824561,0.3705242306794897
1143_859_1,1143,859,215,78,2024,23,Qatar Grand Prix,RB F1 Team,Losail International Circuit,35,1,45049,57,17,14,4.0,46.0,37011,35.0,22,0.803,25.904,1,31.666666666671517,3,10,13,18.0,0.6140350877192983,0.6140350877192983,0.5918003644436397
1143_859_2,1143,859,215,78,2024,23,Qatar Grand Prix,RB F1 Team,Losail International Circuit,36,2,22737,57,17,15,4.0,46.0,73242,1.0,21,17.397,76.29,1,12345.333333333328,2,14,30,-16.0,0.631578947368421,0.017543859649122806,0.06729497297402182
1143_859_3,1143,859,215,78,2024,23,Qatar Grand Prix,RB F1 Team,Losail International Circuit,37,3,26790,57,17,15,4.0,46.0,29545,1.0,20,13.509,81.432,1,36751.0,2,14,44,-17.0,0.6491228070175439,0.017543859649122806,0.08105394879126214
1144_4_1,1144,4,117,24,2024,24,Abu Dhabi Grand Prix,Aston Martin,Yas Marina Circuit,13,1,23326,58,8,8,68.0,92.0,3810,13.0,45,3.764,1.596,0,2105.0,0,1,5,-2.0,0.22413793103448276,0.22413793103448276,0.5951156529647756
1144_807_1,1144,807,210,24,2024,24,Abu Dhabi Grand Prix,Haas F1 Team,Yas Marina Circuit,13,1,21530,58,7,7,37.0,54.0,3142,13.0,45,0.34,3.764,0,1463.0,0,0,4,-2.0,0.22413793103448276,0.22413793103448276,0.9561762973545371
1144_822_1,1144,822,15,24,2024,24,Abu Dhabi Grand Prix,Sauber,Yas Marina Circuit,6,1,41144,58,9,16,0.0,4.0,3444,6.0,52,0.009,0.704,0,2895.6666666666715,-7,0,1,-9.0,0.10344827586206896,0.10344827586206896,1.5779347375963746
1144_825_2,1144,825,210,24,2024,24,Abu Dhabi Grand Prix,Haas F1 Team,Yas Marina Circuit,29,2,21678,58,14,13,16.0,54.0,2647,17.0,29,0.686,1.44,0,1317.0,1,1,1,-4.0,0.5,0.29310344827586204,1.0029558757754313
1144_825_3,1144,825,210,24,2024,24,Abu Dhabi Grand Prix,Haas F1 Team,Yas Marina Circuit,30,3,22815,58,14,16,16.0,54.0,32778,1.0,28,16.7,35.278,0,1762.0,-2,0,3,-15.0,0.5172413793103449,0.017241379310344827,0.08406209051695274
1144_830_1,1144,830,9,24,2024,24,Abu Dhabi Grand Prix,Red Bull,Yas Marina Circuit,29,1,32652,58,4,3,429.0,581.0,2445,29.0,29,11.036,0.727,0,734.3333333333285,1,0,0,14.0,0.5,0.5,0.6621228766893683
1144_832_1,1144,832,6,24,2024,24,Abu Dhabi Grand Prix,Ferrari,Yas Marina Circuit,25,1,21280,58,3,2,272.0,619.0,1933,25.0,33,5.439,16.697,0,237.0,1,0,2,10.0,0.43103448275862066,0.43103448275862066,0.21181037113124332
1144_840_1,1144,840,117,24,2024,24,Abu Dhabi Grand Prix,Aston Martin,Yas Marina Circuit,11,1,23266,58,13,11,24.0,92.0,3169,11.0,47,0.592,0.122,0,917.6666666666715,2,0,0,-4.0,0.1896551724137931,0.1896551724137931,1.519406300665538
1144_840_2,1144,840,117,24,2024,24,Abu Dhabi Grand Prix,Aston Martin,Yas Marina Circuit,32,2,22053,58,13,12,24.0,92.0,2543,21.0,26,0.472,2.936,0,644.3333333333285,1,1,2,0.0,0.5517241379310345,0.3620689655172414,0.9334128667373631
1144_842_1,1144,842,214,24,2024,24,Abu Dhabi Grand Prix,Alpine F1 Team,Yas Marina Circuit,14,1,22059,58,5,4,36.0,59.0,2835,14.0,44,1.365,0.198,0,733.6666666666715,1,0,5,-1.0,0.2413793103448276,0.2413793103448276,1.2575575218740183
1144_844_1,1144,844,6,24,2024,24,Abu Dhabi Grand Prix,Ferrari,Yas Marina Circuit,20,1,21869,58,19,4,341.0,619.0,2916,20.0,38,3.406,2.553,0,558.0,15,0,0,5.0,0.3448275862068966,0.3448275862068966,0.5084155257926177
1144_846_1,1144,846,1,24,2024,24,Abu Dhabi Grand Prix,McLaren,Yas Marina Circuit,26,1,21276,58,1,1,349.0,640.0,2707,26.0,32,,21.429,0,458.6666666666715,0,0,2,11.0,0.4482758620689655,0.4482758620689655,
1144_848_1,1144,848,3,24,2024,24,Abu Dhabi Grand Prix,Williams,Yas Marina Circuit,12,1,22065,58,18,14,12.0,17.0,2141,12.0,46,0.19,2.164,0,598.3333333333285,4,2,3,-3.0,0.20689655172413793,0.20689655172413793,1.1563917602439207
1144_852_1,1144,852,215,24,2024,24,Abu Dhabi Grand Prix,RB F1 Team,Yas Marina Circuit,22,1,21869,58,11,10,30.0,46.0,2482,22.0,36,6.767,0.278,0,1273.0,1,0,1,7.0,0.3793103448275862,0.3793103448275862,0.91122245252123
1144_855_2,1144,855,15,24,2024,24,Abu Dhabi Grand Prix,Sauber,Yas Marina Circuit,39,2,28765,58,15,10,4.0,4.0,2042,27.0,19,6.712,2.933,0,24.333333333328483,5,0,1,6.0,0.6724137931034483,0.46551724137931033,0.38392688528706453
1144_857_1,1144,857,1,24,2024,24,Abu Dhabi Grand Prix,McLaren,Yas Marina Circuit,4,1,23582,58,2,18,291.0,640.0,0,4.0,54,3.356,57.656,0,11984.333333333328,-16,0,1,-11.0,0.06896551724137931,0.06896551724137931,0.24661696566919003
1144_857_2,1144,857,1,24,2024,24,Abu Dhabi Grand Prix,McLaren,Yas Marina Circuit,32,2,32774,58,2,9,291.0,640.0,2677,28.0,26,3.614,0.612,0,987.0,-7,0,1,7.0,0.5517241379310345,0.4827586206896552,0.8370790807134614
1144_859_1,1144,859,215,24,2024,24,Abu Dhabi Grand Prix,RB F1 Team,Yas Marina Circuit,23,1,23415,58,12,9,4.0,46.0,4759,23.0,35,1.043,5.878,0,1158.0,3,0,2,8.0,0.39655172413793105,0.39655172413793105,0.6348673624659241
1144_859_2,1144,859,215,24,2024,24,Abu Dhabi Grand Prix,RB F1 Team,Yas Marina Circuit,24,2,22565,58,12,16,4.0,46.0,26729,1.0,34,0.502,1.605,0,2415.3333333333285,-4,0,3,-20.0,0.41379310344827586,0.017241379310344827,1.0496561206938413
1144_859_3,1144,859,215,24,2024,24,Abu Dhabi Grand Prix,RB F1 Team,Yas Marina Circuit,29,3,32317,58,12,18,4.0,46.0,2737,5.0,29,15.103,,0,26.0,-6,2,2,-11.0,0.5,0.08620689655172414,
1144_861_1,1144,861,3,24,2024,24,Abu Dhabi Grand Prix,Williams,Yas Marina Circuit,3,1,24941,58,20,19,5.0,17.0,28204,3.0,55,34.711,,0,9761.0,1,0,0,-12.0,0.05172413793103448,0.05172413793103448,
1144_862_1,1144,862,214,24,2024,24,Abu Dhabi Grand Prix,Alpine F1 Team,Yas Marina Circuit,22,1,22080,58,17,13,0.0,59.0,2839,22.0,36,0.267,1.202,0,722.6666666666715,4,1,2,7.0,0.3793103448275862,0.3793103448275862,1.243398589357311
900_154_1,900,154,208,1,2014,1,Australian Grand Prix,Lotus F1,Albert Park Grand Prix Circuit,1,1,17255,57,22,17,0.0,0.0,0,1.0,56,5.275,25.912,0,,5,0,0,-19.0,0.017543859649122806,0.017543859649122806,0.19652069486619514
900_154_2,900,154,208,1,2014,1,Australian Grand Prix,Lotus F1,Albert Park Grand Prix Circuit,28,2,22264,57,22,15,0.0,0.0,19158,27.0,29,8.891,27.746,0,297.0,7,0,0,7.0,0.49122807017543857,0.47368421052631576,0.13588946061855062
