event_id,raceId,driverId,constructorId,circuitId,year,round,race_name,constructor_name,circuit_name,pit_lap,stop_number,stop_duration_ms,race_total_laps,grid_position,current_position,driver_champ_points,constructor_champ_points,lap_time_delta_ms,laps_since_last_pit,laps_remaining,approx_gap_ahead_s,approx_gap_behind_s,safety_car_likely,recent_pace_delta_ms,position_change_from_grid,same_lap_pitters,pit_window_density,stint_extension_laps,race_progress,stint_fraction,pressure_index
1081_855_1,1081,855,51,73,2022,8,Azerbaijan Grand Prix,Alfa Romeo,Baku City Circuit,9,1,23001,51,14,13,1.0,41.0,22005,9.0,42,2.674,2.975,0,367.0,1,6,6,-2.0,0.17647058823529413,0.17647058823529413,0.5237552339574709
1082_1_1,1082,1,131,7,2022,9,Canadian Grand Prix,Mercedes,Circuit Gilles Villeneuve,9,1,23845,70,4,6,62.0,161.0,37630,9.0,61,1.736,0.106,1,217.0,-2,1,2,-9.0,0.12857142857142856,0.12857142857142856,1.269656208030625
1082_20_1,1082,20,117,7,2022,9,Canadian Grand Prix,Aston Martin,Circuit Gilles Villeneuve,5,1,23406,70,16,19,13.0,15.0,16129,5.0,65,10.245,2.32,0,1152.6666666666715,-3,0,0,-13.0,0.07142857142857142,0.07142857142857142,0.3901332319049431
1082_4_1,1082,4,214,7,2022,9,Canadian Grand Prix,Alpine F1 Team,Circuit Gilles Villeneuve,28,1,23779,70,2,6,16.0,47.0,17527,28.0,42,0.42,0.165,0,1865.0,-4,0,0,10.0,0.4,0.4,1.5625944508251224
1082_4_2,1082,4,214,7,2022,9,Canadian Grand Prix,Alpine F1 Team,Circuit Gilles Villeneuve,49,2,25139,70,2,6,16.0,47.0,46238,21.0,21,9.204,3.678,1,530.0,-4,2,5,-5.5,0.7,0.3,0.31176735091520746
1082_817_1,1082,817,1,7,2022,9,Canadian Grand Prix,McLaren,Circuit Gilles Villeneuve,19,1,27937,70,9,12,15.0,65.0,26517,19.0,51,3.939,5.0,1,601.0,-3,3,4,1.0,0.2714285714285714,0.2714285714285714,0.3691368023216576
1082_817_2,1082,817,1,7,2022,9,Canadian Grand Prix,McLaren,Circuit Gilles Villeneuve,49,2,24833,70,9,11,15.0,65.0,42720,30.0,21,5.58,12.69,1,1970.0,-2,5,8,3.5,0.7,0.42857142857142855,0.22502170288254245
1082_822_1,1082,822,51,7,2022,9,Canadian Grand Prix,Alfa Romeo,Circuit Gilles Villeneuve,49,1,26089,70,11,8,40.0,41.0,45814,49.0,21,5.277,4.811,1,323.3333333333285,3,3,6,31.0,0.7,0.7,0.3313991935496031
1082_825_1,1082,825,210,7,2022,9,Canadian Grand Prix,Haas F1 Team,Circuit Gilles Villeneuve,7,1,38262,70,5,20,15.0,15.0,29740,7.0,63,2.696,,0,194.33333333332848,-15,0,2,-11.0,0.1,0.1,
1082_830_1,1082,830,9,7,2022,9,Canadian Grand Prix,Red Bull,Circuit Gilles Villeneuve,9,1,24217,70,1,3,150.0,279.0,35085,9.0,61,6.318,3.46,1,196.33333333332848,-2,0,1,-9.0,0.12857142857142856,0.12857142857142856,0.3608646043847899
1082_830_2,1082,830,9,7,2022,9,Canadian Grand Prix,Red Bull,Circuit Gilles Villeneuve,43,2,23704,70,1,2,150.0,279.0,16122,34.0,27,9.4,1.644,0,767.6666666666715,-1,0,2,7.5,0.6142857142857143,0.4857142857142857,0.47436867217502615
1082_832_2,1082,832,6,7,2022,9,Canadian Grand Prix,Ferrari,Circuit Gilles Villeneuve,49,2,24881,70,3,2,83.0,199.0,18968,29.0,21,3.154,24.222,1,387.0,1,0,3,2.5,0.7,0.4142857142857143,0.28037975116068015
1082_839_1,1082,839,214,7,2022,9,Canadian Grand Prix,Alpine F1 Team,Circuit Gilles Villeneuve,19,1,25684,70,7,7,31.0,47.0,19816,19.0,51,0.207,0.502,1,160.33333333332848,0,1,2,1.0,0.2714285714285714,0.2714285714285714,1.4942793756350272
1082_839_2,1082,839,214,7,2022,9,Canadian Grand Prix,Alpine F1 Team,Circuit Gilles Villeneuve,49,2,23945,70,7,5,31.0,47.0,38216,30.0,21,32.021,9.204,1,528.0,2,1,4,3.5,0.7,0.42857142857142855,0.1282845428264168
1082_840_1,1082,840,117,7,2022,9,Canadian Grand Prix,Aston Martin,Circuit Gilles Villeneuve,47,1,25252,70,17,13,2.0,15.0,17646,47.0,23,0.797,3.248,0,165.66666666667152,4,0,1,29.0,0.6714285714285714,0.6714285714285714,0.7918879236895139
1082_842_1,1082,842,213,7,2022,9,Canadian Grand Prix,AlphaTauri,Circuit Gilles Villeneuve,5,1,23557,70,15,20,16.0,27.0,15619,5.0,65,2.32,,0,1205.6666666666715,-5,1,1,-13.0,0.07142857142857142,0.07142857142857142,
1082_842_2,1082,842,213,7,2022,9,Canadian Grand Prix,AlphaTauri,Circuit Gilles Villeneuve,36,2,23613,70,15,17,16.0,27.0,16542,31.0,34,8.467,11.271,0,963.6666666666715,-2,0,0,4.5,0.5142857142857142,0.44285714285714284,0.18712303430751653
1082_846_1,1082,846,1,7,2022,9,Canadian Grand Prix,McLaren,Circuit Gilles Villeneuve,19,1,43032,70,14,18,50.0,65.0,43287,19.0,51,2.623,,1,727.0,-4,4,5,1.0,0.2714285714285714,0.2714285714285714,
1082_846_2,1082,846,1,7,2022,9,Canadian Grand Prix,McLaren,Circuit Gilles Villeneuve,42,2,24134,70,14,17,50.0,65.0,17718,23.0,28,7.751,29.83,0,1533.0,-3,0,1,-3.5,0.6,0.32857142857142857,0.1467085935741999
1082_847_1,1082,847,131,7,2022,9,Canadian Grand Prix,Mercedes,Circuit Gilles Villeneuve,19,1,23951,70,8,5,99.0,161.0,16564,19.0,51,14.653,13.924,1,241.66666666667152,3,0,1,1.0,0.2714285714285714,0.2714285714285714,0.13089168172040153
1082_847_2,1082,847,131,7,2022,9,Canadian Grand Prix,Mercedes,Circuit Gilles Villeneuve,45,2,24069,70,8,4,99.0,161.0,16551,26.0,25,4.094,11.212,0,395.3333333333285,4,0,2,-0.5,0.6428571428571429,0.37142857142857144,0.2781960524388467
1082_848_1,1082,848,3,7,2022,9,Canadian Grand Prix,Williams,Circuit Gilles Villeneuve,18,1,23804,70,12,17,3.0,3.0,17251,18.0,52,4.635,2.337,0,1070.0,-5,0,0,0.0,0.2571428571428571,0.2571428571428571,0.47713265186467024
1082_848_2,1082,848,3,7,2022,9,Canadian Grand Prix,Williams,Circuit Gilles Villeneuve,48,2,23530,70,12,15,3.0,3.0,25415,30.0,22,8.002,3.021,0,418.0,-3,0,2,3.5,0.6857142857142857,0.42857142857142855,0.35978077987698553
1082_849_1,1082,849,3,7,2022,9,Canadian Grand Prix,Williams,Circuit Gilles Villeneuve,9,1,24020,70,18,18,0.0,3.0,41097,9.0,61,0.346,9.458,1,1909.6666666666715,0,3,4,-9.0,0.12857142857142856,0.12857142857142856,0.8385626280683477
1082_849_2,1082,849,3,7,2022,9,Canadian Grand Prix,Williams,Circuit Gilles Villeneuve,37,2,30034,70,18,18,0.0,3.0,22230,28.0,33,30.872,,0,1360.6666666666715,0,0,1,1.5,0.5285714285714286,0.4,
1082_852_1,1082,852,213,7,2022,9,Canadian Grand Prix,AlphaTauri,Circuit Gilles Villeneuve,9,1,23248,70,20,15,11.0,27.0,43589,9.0,61,14.072,4.502,1,394.0,5,2,3,-9.0,0.12857142857142856,0.12857142857142856,0.2481002854781238
1082_852_2,1082,852,213,7,2022,9,Canadian Grand Prix,AlphaTauri,Circuit Gilles Villeneuve,47,2,23450,70,20,15,11.0,27.0,17037,38.0,23,0.094,5.881,0,1313.3333333333285,5,1,2,11.5,0.6714285714285714,0.5428571428571428,1.0594044964447846
1083_1_2,1083,1,131,9,2022,10,British Grand Prix,Mercedes,Silverstone Circuit,33,2,29837,52,5,1,77.0,188.0,177,32.0,19,,18.186,0,353.0,4,0,1,16.0,0.6346153846153846,0.6153846153846154,
1083_1_3,1083,1,131,9,2022,10,British Grand Prix,Mercedes,Silverstone Circuit,39,3,28996,52,5,3,77.0,188.0,6576,6.0,13,1.112,33.137,1,209.33333333332848,2,1,3,-14.0,0.75,0.11538461538461539,0.5027785766976381
1083_20_1,1083,20,117,9,2022,10,British Grand Prix,Aston Martin,Silverstone Circuit,1,1,3067301,52,18,13,13.0,16.0,0,1.0,51,2.79,2.439,0,,5,12,12,-12.0,0.019230769230769232,0.019230769230769232,0.5546344468731705
1083_20_2,1083,20,117,9,2022,10,British Grand Prix,Aston Martin,Silverstone Circuit,6,2,29846,52,18,12,13.0,16.0,0,5.0,46,0.379,0.217,0,8900.666666666672,6,0,1,-11.0,0.11538461538461539,0.09615384615384616,1.5468558486464712
1083_20_3,1083,20,117,9,2022,10,British Grand Prix,Aston Martin,Silverstone Circuit,39,3,28540,52,18,7,13.0,16.0,29271,33.0,13,30.269,6.626,1,96.33333333332848,11,4,6,13.0,0.75,0.6346153846153846,0.16311089938356033
1083_4_1,1083,4,214,9,2022,10,British Grand Prix,Alpine F1 Team,Silverstone Circuit,1,1,3055700,52,7,5,18.0,57.0,0,1.0,51,3.201,3.029,0,,2,4,4,-12.0,0.019230769230769232,0.019230769230769232,0.4862391082882853
1083_4_2,1083,4,214,9,2022,10,British Grand Prix,Alpine F1 Team,Silverstone Circuit,33,2,28733,52,7,5,18.0,57.0,70,32.0,19,2.154,5.632,0,164.66666666667152,2,1,2,16.0,0.6346153846153846,0.6153846153846154,0.46784178170366697
1083_4_3,1083,4,214,9,2022,10,British Grand Prix,Alpine F1 Team,Silverstone Circuit,39,3,28841,52,7,5,18.0,57.0,22943,6.0,13,23.744,1.247,1,256.6666666666715,2,3,5,-14.0,0.75,0.11538461538461539,0.48545166591342614
1083_815_1,1083,815,9,9,2022,10,British Grand Prix,Red Bull,Silverstone Circuit,1,1,3034772,52,4,6,129.0,304.0,0,1.0,51,3.029,2.286,0,,-2,5,5,-12.0,0.019230769230769232,0.019230769230769232,0.5525219094009091
1083_815_2,1083,815,9,9,2022,10,British Grand Prix,Red Bull,Silverstone Circuit,5,2,37302,52,4,4,129.0,304.0,0,4.0,47,4.12,0.348,0,1048410.6666666667,0,0,0,-12.0,0.09615384615384616,0.07692307692307693,0.937152262611276
1083_815_3,1083,815,9,9,2022,10,British Grand Prix,Red Bull,Silverstone Circuit,39,3,28155,52,4,4,129.0,304.0,16026,34.0,13,33.137,23.744,1,189.33333333332848,0,2,4,14.0,0.75,0.6538461538461539,0.06970756591081745
1083_817_1,1083,817,1,9,2022,10,British Grand Prix,McLaren,Silverstone Circuit,1,1,3063314,52,14,10,15.0,65.0,0,1.0,51,4.481,2.443,0,,4,9,9,-12.0,0.019230769230769232,0.019230769230769232,0.4728928382117762
1083_817_2,1083,817,1,9,2022,10,British Grand Prix,McLaren,Silverstone Circuit,20,2,30262,52,14,9,15.0,65.0,0,19.0,32,0.204,2.24,0,123.66666666667152,5,1,4,3.0,0.38461538461538464,0.36538461538461536,1.139206759361798
1083_817_3,1083,817,1,9,2022,10,British Grand Prix,McLaren,Silverstone Circuit,32,3,30599,52,14,13,15.0,65.0,5748,12.0,20,5.497,0.56,0,248.33333333332848,1,0,0,-8.0,0.6153846153846154,0.23076923076923078,0.7949428335760489
1083_817_4,1083,817,1,9,2022,10,British Grand Prix,McLaren,Silverstone Circuit,38,4,29345,52,14,13,15.0,65.0,9961,6.0,14,22.811,24.944,0,895.0,1,0,0,-7.0,0.7307692307692307,0.11538461538461539,0.0805419536699178
1083_822_1,1083,822,51,9,2022,10,British Grand Prix,Alfa Romeo,Silverstone Circuit,1,1,3055732,52,12,9,46.0,51.0,0,1.0,51,2.827,4.481,0,,3,8,8,-12.0,0.019230769230769232,0.019230769230769232,0.4437497386868011
1083_825_1,1083,825,210,9,2022,10,British Grand Prix,Haas F1 Team,Silverstone Circuit,1,1,3063613,52,17,12,15.0,15.0,0,1.0,51,1.999,2.79,0,,5,11,11,-12.0,0.019230769230769232,0.019230769230769232,0.5972967242378946
1083_825_2,1083,825,210,9,2022,10,British Grand Prix,Haas F1 Team,Silverstone Circuit,22,2,29473,52,17,9,15.0,15.0,0,21.0,30,5.244,12.038,0,138.0,8,1,3,5.0,0.4230769230769231,0.40384615384615385,0.23685262779404292
1083_830_2,1083,830,9,9,2022,10,British Grand Prix,Red Bull,Silverstone Circuit,12,2,29395,52,2,1,175.0,304.0,1250,11.0,40,,0.181,0,123.66666666667152,1,0,0,-5.0,0.23076923076923078,0.21153846153846154,
1083_830_3,1083,830,9,9,2022,10,British Grand Prix,Red Bull,Silverstone Circuit,23,3,29296,52,2,6,175.0,304.0,671,11.0,29,12.902,2.792,0,1435.3333333333285,-4,0,2,-9.0,0.4423076923076923,0.21153846153846154,0.33564517627005674
1083_830_4,1083,830,9,9,2022,10,British Grand Prix,Red Bull,Silverstone Circuit,39,4,28709,52,2,8,175.0,304.0,30417,16.0,13,6.626,2.596,1,707.0,-6,5,7,3.0,0.75,0.3076923076923077,0.40921710663157795
1083_832_1,1083,832,6,9,2022,10,British Grand Prix,Ferrari,Silverstone Circuit,1,1,3031752,52,1,2,102.0,228.0,0,1.0,51,2.01,2.244,0,,-1,1,1,-12.0,0.019230769230769232,0.019230769230769232,0.6404873192932723
1083_832_2,1083,832,6,9,2022,10,British Grand Prix,Ferrari,Silverstone Circuit,20,2,28574,52,1,1,102.0,228.0,0,19.0,32,,1.051,0,182.0,0,0,3,3.0,0.38461538461538464,0.36538461538461536,
1083_832_3,1083,832,6,9,2022,10,British Grand Prix,Ferrari,Silverstone Circuit,39,3,28435,52,1,1,102.0,228.0,6428,19.0,13,,0.289,1,287.0,0,0,2,-1.0,0.75,0.36538461538461536,
1083_839_1,1083,839,214,9,2022,10,British Grand Prix,Alpine F1 Team,Silverstone Circuit,1,1,2950760,52,15,17,39.0,57.0,0,1.0,51,66.234,,0,,-2,16,16,-12.0,0.019230769230769232,0.019230769230769232,
1083_839_2,1083,839,214,9,2022,10,British Grand Prix,Alpine F1 Team,Silverstone Circuit,22,2,30342,52,15,7,39.0,57.0,0,21.0,30,3.602,0.292,0,177.0,8,0,2,5.0,0.4230769230769231,0.40384615384615385,0.9912906355158545
1083_840_1,1083,840,117,9,2022,10,British Grand Prix,Aston Martin,Silverstone Circuit,1,1,3069017,52,20,14,3.0,16.0,0,1.0,51,2.439,1.547,0,,6,13,13,-12.0,0.019230769230769232,0.019230769230769232,0.6834009713061784
1083_840_2,1083,840,117,9,2022,10,British Grand Prix,Aston Martin,Silverstone Circuit,15,2,28632,52,20,14,3.0,16.0,0,14.0,37,0.123,1.107,0,179.66666666667152,6,0,0,-2.0,0.28846153846153844,0.2692307692307692,1.3650803981639457
1083_840_3,1083,840,117,9,2022,10,British Grand Prix,Aston Martin,Silverstone Circuit,40,3,29780,52,20,9,3.0,16.0,31832,25.0,12,5.686,0.397,1,12858.666666666672,11,1,11,5.0,0.7692307692307693,0.4807692307692308,0.8653858713096373
1083_842_1,1083,842,213,9,2022,10,British Grand Prix,AlphaTauri,Silverstone Circuit,1,1,3048950,52,11,11,16.0,27.0,0,1.0,51,2.443,1.999,0,,0,10,10,-12.0,0.019230769230769232,0.019230769230769232,0.6238888613950802
1083_842_2,1083,842,213,9,2022,10,British Grand Prix,AlphaTauri,Silverstone Circuit,16,2,29632,52,11,13,16.0,27.0,195,15.0,36,3.664,0.003,0,211.33333333332848,-2,0,1,-1.0,0.3076923076923077,0.28846153846153844,1.2114172063569157
1083_844_1,1083,844,6,9,2022,10,British Grand Prix,Ferrari,Silverstone Circuit,1,1,3036360,52,3,4,126.0,228.0,0,1.0,51,1.548,3.201,0,,-1,3,3,-12.0,0.019230769230769232,0.019230769230769232,0.6305032404260479
1083_844_2,1083,844,6,9,2022,10,British Grand Prix,Ferrari,Silverstone Circuit,25,2,28805,52,3,1,126.0,228.0,0,24.0,27,,1.527,0,233.0,2,0,1,8.0,0.4807692307692308,0.46153846153846156,
1083_846_1,1083,846,1,9,2022,10,British Grand Prix,McLaren,Silverstone Circuit,1,1,3043215,52,6,7,50.0,65.0,0,1.0,51,2.286,3.283,0,,-1,6,6,-12.0,0.019230769230769232,0.019230769230769232,0.5378025681227244
1083_846_2,1083,846,1,9,2022,10,British Grand Prix,McLaren,Silverstone Circuit,34,2,28947,52,6,4,50.0,65.0,0,33.0,18,12.083,7.458,0,76.33333333332848,2,0,3,17.0,0.6538461538461539,0.6346153846153846,0.1946663287546215
1083_846_3,1083,846,1,9,2022,10,British Grand Prix,McLaren,Silverstone Circuit,40,3,28659,52,6,5,50.0,65.0,30799,6.0,12,6.637,18.895,1,8895.333333333328,1,0,10,-14.0,0.7692307692307693,0.11538461538461539,0.18120535456162531
1083_849_1,1083,849,3,9,2022,10,British Grand Prix,Williams,Silverstone Circuit,1,1,3051904,52,10,8,0.0,3.0,0,1.0,51,3.283,2.827,0,,2,7,7,-12.0,0.019230769230769232,0.019230769230769232,0.49478248513929046
1083_849_2,1083,849,3,9,2022,10,British Grand Prix,Williams,Silverstone Circuit,19,2,28829,52,10,8,0.0,3.0,0,18.0,33,2.092,1.185,0,246.0,2,0,1,2.0,0.36538461538461536,0.34615384615384615,0.7810811690906776
1083_849_3,1083,849,3,9,2022,10,British Grand Prix,Williams,Silverstone Circuit,39,3,28438,52,10,11,0.0,3.0,29613,20.0,13,1.772,3.66,1,2359.3333333333285,-1,7,9,0.0,0.75,0.38461538461538464,0.5753426354284723
1083_852_1,1083,852,213,9,2022,10,British Grand Prix,AlphaTauri,Silverstone Circuit,1,1,3011861,52,13,16,11.0,27.0,0,1.0,51,37.754,66.234,0,,-3,15,15,-12.0,0.019230769230769232,0.019230769230769232,0.040677215131158295
1083_854_1,1083,854,210,9,2022,10,British Grand Prix,Haas F1 Team,Silverstone Circuit,1,1,3065174,52,19,15,0.0,15.0,0,1.0,51,1.547,37.754,0,,4,14,14,-12.0,0.019230769230769232,0.019230769230769232,0.41842255517314897
1083_854_2,1083,854,210,9,2022,10,British Grand Prix,Haas F1 Team,Silverstone Circuit,19,2,29147,52,19,10,0.0,15.0,0,18.0,33,0.132,0.486,0,363.3333333333285,9,1,2,2.0,0.36538461538461536,0.34615384615384615,1.5563397362426223
1083_854_3,1083,854,210,9,2022,10,British Grand Prix,Haas F1 Team,Silverstone Circuit,39,3,30832,52,19,9,0.0,15.0,32309,20.0,13,2.596,9.59,1,342.6666666666715,10,6,8,0.0,0.75,0.38461538461538464,0.3725154693968012
1084_1_2,1084,1,131,70,2022,11,Austrian Grand Prix,Mercedes,Red Bull Ring,51,2,22697,71,8,4,93.0,204.0,3970,23.0,20,11.035,34.125,0,742.0,4,0,2,-2.0,0.7183098591549296,0.323943661971831,0.11156073551784756
1084_20_1,1084,20,117,70,2022,11,Austrian Grand Prix,Aston Martin,Red Bull Ring,20,1,22112,71,18,13,15.0,18.0,4341,20.0,51,0.675,0.418,0,414.0,5,0,0,-6.0,0.28169014084507044,0.28169014084507044,1.3022335431446435
1084_20_2,1084,20,117,70,2022,11,Austrian Grand Prix,Aston Martin,Red Bull Ring,44,2,21583,71,18,17,15.0,18.0,5113,24.0,27,2.663,6.113,0,1219.0,1,2,4,-1.0,0.6197183098591549,0.3380281690140845,0.41358792940404077
1084_4_1,1084,4,214,70,2022,11,Austrian Grand Prix,Alpine F1 Team,Red Bull Ring,27,1,21552,71,19,12,28.0,67.0,4232,27.0,44,2.258,0.097,0,1012.3333333333285,7,1,3,1.0,0.38028169014084506,0.38028169014084506,1.2185137992840567
1084_4_2,1084,4,214,70,2022,11,Austrian Grand Prix,Alpine F1 Team,Red Bull Ring,57,2,21827,71,19,6,28.0,67.0,10724,30.0,14,4.239,2.984,1,519.6666666666715,13,0,0,5.0,0.8028169014084507,0.4225352112676056,0.44188013746147026
1084_4_3,1084,4,214,70,2022,11,Austrian Grand Prix,Alpine F1 Team,Red Bull Ring,58,3,24252,71,19,10,28.0,67.0,42457,1.0,13,2.451,5.67,1,3711.6666666666715,9,2,3,-1.0,0.8169014084507042,0.014084507042253521,0.439696118327391
1084_815_1,1084,815,9,70,2022,11,Austrian Grand Prix,Red Bull,Red Bull Ring,1,1,23681,71,5,20,147.0,328.0,0,1.0,70,30.392,,0,,-15,0,0,-25.0,0.014084507042253521,0.014084507042253521,
1084_817_1,1084,817,1,70,2022,11,Austrian Grand Prix,McLaren,Red Bull Ring,12,1,21356,71,11,10,15.0,73.0,4343,12.0,59,2.53,1.446,0,445.3333333333285,1,0,2,-14.0,0.16901408450704225,0.16901408450704225,0.6921168630521242
1084_817_2,1084,817,1,70,2022,11,Austrian Grand Prix,McLaren,Red Bull Ring,44,2,21889,71,11,6,15.0,73.0,4291,32.0,27,13.0,2.991,0,1263.3333333333285,5,1,3,7.0,0.6197183098591549,0.4507042253521127,0.3219923399076493
1084_822_1,1084,822,51,70,2022,11,Austrian Grand Prix,Alfa Romeo,Red Bull Ring,6,1,24677,71,0,19,46.0,51.0,3276,6.0,65,3.849,44.522,0,241.0,-19,0,0,-20.0,0.08450704225352113,0.08450704225352113,0.22819548864346106
1084_822_2,1084,822,51,70,2022,11,Austrian Grand Prix,Alfa Romeo,Red Bull Ring,39,2,22278,71,0,15,46.0,51.0,5282,33.0,32,1.882,1.429,0,1616.3333333333285,-15,0,0,8.0,0.5492957746478874,0.4647887323943662,0.7586733173551485
1084_825_1,1084,825,210,70,2022,11,Austrian Grand Prix,Haas F1 Team,Red Bull Ring,15,1,22205,71,7,7,16.0,20.0,4610,15.0,56,1.838,3.418,0,974.3333333333285,0,0,2,-11.0,0.2112676056338028,0.2112676056338028,0.5787075807183821
1084_825_2,1084,825,210,70,2022,11,Austrian Grand Prix,Haas F1 Team,Red Bull Ring,41,2,22088,71,7,8,16.0,20.0,5909,26.0,30,4.273,1.552,0,1595.0,-1,0,3,1.0,0.5774647887323944,0.36619718309859156,0.5814948929514347
1084_830_1,1084,830,9,70,2022,11,Austrian Grand Prix,Red Bull,Red Bull Ring,13,1,22022,71,1,3,181.0,328.0,4066,13.0,58,1.704,10.474,0,1280.6666666666715,-2,0,5,-13.0,0.18309859154929578,0.18309859154929578,0.45697604978789197
1084_830_2,1084,830,9,70,2022,11,Austrian Grand Prix,Red Bull,Red Bull Ring,36,2,21444,71,1,3,181.0,328.0,4748,23.0,35,2.746,22.433,0,1487.0,-2,0,1,-2.0,0.5070422535211268,0.323943661971831,0.3096262750823314
1084_830_3,1084,830,9,70,2022,11,Austrian Grand Prix,Red Bull,Red Bull Ring,58,3,21319,71,1,2,181.0,328.0,15351,22.0,13,5.459,48.531,1,669.0,-1,1,2,20.0,0.8169014084507042,0.30985915492957744,0.1750121043266315
1084_832_2,1084,832,6,70,2022,11,Austrian Grand Prix,Ferrari,Red Bull Ring,50,2,21492,71,3,1,127.0,265.0,4325,23.0,21,,9.679,0,770.6666666666715,2,0,2,-2.0,0.704225352112676,0.323943661971831,
1084_839_1,1084,839,214,70,2022,11,Austrian Grand Prix,Alpine F1 Team,Red Bull Ring,16,1,21755,71,6,5,39.0,67.0,4203,16.0,55,1.266,4.01,0,578.0,1,0,2,-10.0,0.22535211267605634,0.22535211267605634,0.6409070649521786
1084_839_2,1084,839,214,70,2022,11,Austrian Grand Prix,Alpine F1 Team,Red Bull Ring,44,2,22109,71,6,5,39.0,67.0,4187,28.0,27,20.505,13.0,0,861.6666666666715,1,0,2,3.0,0.6197183098591549,0.39436619718309857,0.11792938519281229
1084_840_1,1084,840,117,70,2022,11,Austrian Grand Prix,Aston Martin,Red Bull Ring,29,1,21431,71,12,7,3.0,18.0,4988,29.0,42,1.061,0.347,0,853.6666666666715,5,0,3,3.0,0.4084507042253521,0.4084507042253521,1.2275918559654373
1084_840_2,1084,840,117,70,2022,11,Austrian Grand Prix,Aston Martin,Red Bull Ring,48,2,21952,71,12,12,3.0,18.0,4002,19.0,23,0.491,1.206,0,1194.3333333333285,0,0,2,-6.0,0.676056338028169,0.2676056338028169,1.1239999683808501
1084_842_1,1084,842,213,70,2022,11,Austrian Grand Prix,AlphaTauri,Red Bull Ring,12,1,22724,71,14,12,16.0,27.0,4401,12.0,59,0.073,0.421,0,464.3333333333285,2,1,3,-14.0,0.16901408450704225,0.16901408450704225,1.635696216977005
1084_842_2,1084,842,213,70,2022,11,Austrian Grand Prix,AlphaTauri,Red Bull Ring,40,2,27610,71,14,14,16.0,27.0,5601,28.0,31,1.804,1.056,0,1872.6666666666715,0,1,2,3.0,0.5633802816901409,0.39436619718309857,0.8430147038416491
1084_844_1,1084,844,6,70,2022,11,Austrian Grand Prix,Ferrari,Red Bull Ring,26,1,21532,71,2,1,138.0,265.0,4873,26.0,45,,0.469,0,1247.0,1,0,1,0.0,0.36619718309859156,0.36619718309859156,
1084_844_2,1084,844,6,70,2022,11,Austrian Grand Prix,Ferrari,Red Bull Ring,49,2,21319,71,2,1,138.0,265.0,5556,23.0,22,,0.482,0,1592.3333333333285,1,0,1,-2.0,0.6901408450704225,0.323943661971831,
1084_846_1,1084,846,1,70,2022,11,Austrian Grand Prix,McLaren,Red Bull Ring,14,1,22684,71,10,8,58.0,73.0,3899,14.0,57,2.444,1.19,0,490.6666666666715,2,0,4,-12.0,0.19718309859154928,0.19718309859154928,0.7469810510238175
1084_846_2,1084,846,1,70,2022,11,Austrian Grand Prix,McLaren,Red Bull Ring,43,2,27324,71,10,7,58.0,73.0,4298,29.0,28,3.958,2.851,0,1353.0,3,1,3,4.0,0.6056338028169014,0.4084507042253521,0.4613670438015346
1084_847_1,1084,847,131,70,2022,11,Austrian Grand Prix,Mercedes,Red Bull Ring,11,1,38201,71,4,8,111.0,204.0,3726,11.0,60,0.542,1.415,0,389.6666666666715,-4,0,0,-15.0,0.15492957746478872,0.15492957746478872,1.0625871055578382
1084_847_2,1084,847,131,70,2022,11,Austrian Grand Prix,Mercedes,Red Bull Ring,40,2,21731,71,4,9,111.0,204.0,4939,29.0,31,3.878,1.413,0,1361.3333333333285,-5,0,1,4.0,0.5633802816901409,0.4084507042253521,0.6194239314958421
1084_848_1,1084,848,3,70,2022,11,Austrian Grand Prix,Williams,Red Bull Ring,11,1,22301,71,15,14,3.0,3.0,3526,11.0,60,0.565,0.052,0,162.66666666667152,1,1,1,-15.0,0.15492957746478872,0.15492957746478872,1.5895479779880706
1084_848_2,1084,848,3,70,2022,11,Austrian Grand Prix,Williams,Red Bull Ring,41,2,22122,71,15,10,3.0,3.0,4546,30.0,30,8.453,0.319,0,1405.3333333333285,5,1,4,5.0,0.5774647887323944,0.4225352112676056,0.8639366365195127
1084_849_1,1084,849,3,70,2022,11,Austrian Grand Prix,Williams,Red Bull Ring,12,1,21722,71,17,16,0.0,3.0,3607,12.0,59,1.841,12.441,0,519.3333333333285,1,2,4,-14.0,0.16901408450704225,0.16901408450704225,0.42638796260848344
1084_849_2,1084,849,3,70,2022,11,Austrian Grand Prix,Williams,Red Bull Ring,35,2,21206,71,17,19,0.0,3.0,4813,23.0,36,8.578,,0,2351.6666666666715,-2,0,0,-2.0,0.49295774647887325,0.323943661971831,
1084_852_1,1084,852,213,70,2022,11,Austrian Grand Prix,AlphaTauri,Red Bull Ring,26,1,21749,71,16,13,11.0,27.0,4586,26.0,45,0.071,1.94,0,829.3333333333285,3,1,2,0.0,0.36619718309859156,0.36619718309859156,1.273842870481526
1084_852_2,1084,852,213,70,2022,11,Austrian Grand Prix,AlphaTauri,Red Bull Ring,46,2,21519,71,16,15,11.0,27.0,5120,20.0,25,1.233,0.038,0,1009.6666666666715,1,1,4,-5.0,0.647887323943662,0.28169014084507044,1.411219170836472
1084_854_1,1084,854,210,70,2022,11,Austrian Grand Prix,Haas F1 Team,Red Bull Ring,16,1,22120,71,9,6,4.0,20.0,4772,16.0,55,4.01,2.194,0,1827.6666666666715,3,1,3,-10.0,0.22535211267605634,0.22535211267605634,0.5126878365998122
